Title,Published At,Duration (Min),Video ID,URL,Transcript
Higher Rates and Re-shoring,2024-08-22 12:15:02+00:00,6,GtFMHqvhBmc,https://www.youtube.com/watch?v=GtFMHqvhBmc,"so you have this reshoring going on you have cheap natural gas everywhere so you can kind of rebuild the whole industrial area of the us like there are a whole number of things that could create a lot of growth in the us that are going to push this inflation maybe beyond what everyone's expecting and can you help me kind of work through that the first part being you know is this debt to gdp how does that impact things when you have rising rates and then this reshoring that's occurring i mean i don't know to me it seems like inflation could be substantially higher on the on the higher rates and higher debt environment i i think it's important to um it's important to get down to the to the cash flows you know who's paying what yeah um as a function of those higher rates and so if you think about businesses and households their interest expense hasn't meaningfully increased because mostly what they did is lock in low fixed term loans for a long time or or issued long-term bonds and so um a higher interest rate environment will be corrosive to their cash flows over you know if it existed for five or 10 or 20 years from from now as you have to refinance like even homeowners you know people move they die they get married they get divorced whatever like you know there's children like people have to move and so eventually those mortgages will be reset but that's very very slow moving so if you just think about that for those borrowers there's not a lot going on in terms of the higher interest rate environment obviously for the government side uh the duration of government debt is quite a bit shorter obviously 25% is in floaters whatever t bills and you know a fair amount of the debt stock is getting repriced um on an annual basis that debt service has risen and um and the question is who earns that debt service who gets that debt service a fair amount of that debt service goes either to non gdp oriented savers so like a pension fund or it's going to rich people um uh and to a lesser extent it's going to to corporations but mostly what's happening is it's going to you know if a pension fund gets 5% more income what do they do they go buy some financial assets that's for sure but they don't create gdp if a household a rich household gets that income remember it's the last dollar in right and so im matt what does the spending profile look like for let's just say a homeowner or you know a household who has a million dollars of income what's that dollar of you know a million dollar to a million1 right their propensity spend that dollar is essentially zero which is quite a bit different from you know traditional income growth let's say if you added the extra dollar to the median income you know at $50,000 it would be very different and so the the the gdp impact of the higher debt service or the higher debt payments particularly from the government is is relatively dominous um uh and and and really the the story is much more about the fact that like you know most households yeah you know 96% of households are earning are employed and they're earning income and that income is going up 5% a year like that's that's a you know that's pretty good in terms when it comes to spending i think the sort of longer term dynamic which you point out related to the reshoring story i think is really important um in the sense that like we went through you know most of us all all we've known up until covid was like 40 years of disinflation globalization peace all three of those very important right in driving this lwi inflation environment and if you just sort of think about you know globalization rolling back and peace maybe not being as uh you know a conflict not being as low as it has been over the course of the last 40 years those things are very infl now you know onshoring is good for growth good for us growth and bad for inflation right from the perspective of like what we did for 40 years is find the lowest cost producer in the world and have them produce it rather than have you know it produced domestically this is a trade out there there's lots of there's lot there's many reasons why you might want to resore supply chains both you know economically as a business to create duplicate supply chains or durability in your supply chains there's also you know geopol itical reasons why you might want to onshore your production it's just a trade-off though it's good for growth and it's bad for inflation that's all there is to it and so i think part of that story is you know we've sort of all as investors and savers have looked at the world in this disinflationary growth strong growth lens over the course of the last 30 40 years built portfolios that benefit from that particularly like 6040 but if we're instead going to maybe inflationary growth or inflationary weak growth the portfolios that you want to have as a saver long-term saver are pretty different in those environments than what we've seen in the last 30 or 40 years"
Why Has Stimulated the Persistent Inflation ?,2024-08-21 12:15:04+00:00,4,p2nWagwcMCk,https://www.youtube.com/watch?v=p2nWagwcMCk,what are you seeing today across the inflation front i know you've got some recent tweets that you've been working on and putting out there and and and us growth versus reshoring versus interest rates versus inflation versus the us economy versus the global economy there's a lot of you know interrelated pieces of the puzzle there maybe you can walk us through some of your thoughts right now on how that's going to uh kind of move through the system and your new product is going to have sort of a regime dependent type of strategy structure to it so i'm thinking if you can walk us through the narrative on the global macro side then maybe we can move into how that manifests in investments and what you might think about for the for the viewers and listeners and how you're thinking through that in your uh in your hedge products yeah i i think from a from a a broad macro perspective um in a lot of ways we're seeing uh sort of very traditional late cycle style environment and um and that is uh that's an unusual environment for for because basically none of us have seen it in our professional lives or in our lives i have but i'm old um uh you know it's one where as we talked about sort of that restructuring of the economy and particularly the debt side of the economy has made credit growth just a much lower lower uh of much lower importance you know um borrowing by households and businesses today is at recession like levels if you look at recession lows over the course of the last 50 years were basically there there's not a lot of borrowing um and instead what we're seeing is predominantly uh an expansion over the course of the last two two and a half years that has been income driven and an income driven expansion you know you know in a lot of way is sort of like the the most classic expansions that exist uh in the world in the sense of you know if i earn a certain amount of income and i spend that income that becomes you know my spending become someone else's income and they take that income and they spend it right and that is a very sustainable dynamic because um unlike borrowing driven expansions there's no buildup of unsustainable uh conditions right if we just are all spending out of our income you know there's there's something going on right you know our balance sheets are the same uh and we get that gdp uh effect i think you know that that's sort of the underlying driver of this economy and that's quite a durable expansionary dynamic what's happened is that has led to a level of nominal spending that's too high relative to the productive capacity of the us economy led to inflation that's elevated relative to the fed's mandate obviously come down but still is elevated relative of the feds mandate and as is classic central bank tightened a lot in order to respond to that try and get the economy to slow down it's just that in an income driven expansion you know tightening is not particularly effective it's not to say it's not it's certainly not i i would uh it's hard to make a quantitatively driven case that it's stimulative i think there's some people who are confused who are sort of like a you know i don't understand this why this expansion is going on so i think it's stimulative it's not stimulative it's definitely contractionary it's just it's not that contractionary i mean just think about it if you're earning income you you know have a a 3% morgage locked in you own your car outright uh you know what what do interest rates have to do with anything interest rates could be 2% they could be 5% they could be 7% it like has no impact on your day-to-day life unless you're borrowing right right and so that's very persistent and so it's just taking a long time for the economy to slow down in the context of that durable income driven expansion
Is the 2024 U.S. Economy like the 2008 U.S. Economy?,2024-08-20 12:15:03+00:00,5,_XfGXzZhzZE,https://www.youtube.com/watch?v=_XfGXzZhzZE,bob what are you seeing today or are you seeing anything today that you know rhymes or you know potentially looks like some of the dislocations that you saw in ' 08 um are any of those dislocations as serious as they might have been in '08 what are you seeing in today's macroeconomic conditions and the potential for regime shift and obviously inf inflation has a spectre that is um hanging over the markets so anything there that you're seeing any corollaries or is this a little bit unique what's the same what's different well i think a lot of the dynamics that are going on right now that sort of surprised many market participants were the consequence of that gfc period and and in the um you know 15 years post gfc both in the moment and the 15 years post gfc you know i i had i was in the sort of lucky position to work with policy makers around the say the evolution of the regulatory frameworks um and and the incentives really in terms of how to restructure the economy and you know basically what happened over the 15 years post gfc up until covid was we totally restructured the the nature of debt in the us economy um it's it's hard to believe but back in 2007 50% of us mortgages were floaters um and you know average ltvs were between 90 and 100 at the time now both of those things are just non-existent today right essentially 100% are longer duration 100% of mortgages are longer duration fixed loans um and uh and ltvs you know except in sort of edge cases are um you know the 80 ltv loan is the benchmark loan that people take you know no negative am loans or anything like that that restruct ing the economy is the thing that had and i should say and also the banks have been totally restructured as well in the sense of um you know there were banks with 3% capital right 30x levered on a true equity basis at the time that doesn't exist anymore you know you need 10 to 15% capital to be running a bank these days so two huge parts of the overall system that have been totally restructured i think the thing that is so that's created a lot of reduced sensitivity to the economy you know to the to interest rates as a function of that um which i think is surprised a lot of people and i think the other thing uh that is very interesting particularly as it relates to the um the cr issue is i think a lot of people draw a direct distinction between the cr issue to cr issue today and the financial crisis but unless you're sort of in the bowels of how banks work you you wouldn't necessarily see the difference both are credit risks right there's going to be lots of losses on c no question about the question is not will there be losses just in the same where lot lots of losses on houses and house lunding back in the gfc the question is not will there be losses the question is when do those losses have to be recognized and there's been a total restructuring of banks to basically strip out any risky securities off their balance sheet so they don't have to be mark to market um and even you know even the efforts taken to let's say reduce the mark tomarket approach on on uh on bonds also have you know it's kind of the end of that series of steps and now we have e yeah there's going to be a few hundred billion dollars of losses and they're going to be eaten by banks but if it takes 15 years to recognize them like who cares you know so far banks have recognized you know have earned like a hundred billion dollars in nim on these loans and have recognized a billion dollars of losses or something you know i mean just like who cares right if it takes 15 years but that's really important so people particularly post svb i think missed they looked at c they said we're going to have a financial crisis dynamic to be clear the fed missed that the fed sat there and said we're going to have a cr driven financial crisis in the banks they missed it right they should know better but they missed it because they didn't understand folks didn't understand how the the risk exposures of banks had been totally restructured to significantly reduce the risk of a larger scale credit event through lever financial entities
Elections Are Risk Management Exercises,2024-08-19 12:15:03+00:00,6,ugCyYPXsM9k,https://www.youtube.com/watch?v=ugCyYPXsM9k,i did want to ask you about the election from the perspective of like the economy and markets because you have a probabilistic framework which i really like about how you look at everything and i'm just wondering like do you think about things like elections in terms of how they might impact the market or do you kind of just discard them i don't know who's going to win you know i don't know what's going to happen like how do you think about that in your framework i think in general when you're thinking about particularly fiscal policies um and of course fiscal policies connect to elections right um uh because you know the elected officials are the ones implementing the fiscal policies um you want to you don't you don't have to necessarily meaningfully speculate uh on this stuff to get ahead of it like you're much better off through time if you just look through time you're much better off like wait till they pass the legislation understand what the macroeconomic consequence of the legislation is pencil that out bet on those macroeconomic consequences like in general you're much better off doing that and you could get totally caught up uh and tie yourself into knots trying to bet on you know whether or not the political winds will blow this way or blow that way uh and the reason why that is is like um i sort of say like uh things that determine political outcomes are not the question is whether you have edge do you have edge in determining the political outcome i'll say this very bluntly i do not have edge in determining what the political outcome will be what's the likelihood that we'll have a new administration like i don't know whatever predict it says better you know it's as good as anything i could come up with right or you know various forecasts and models i mean maybe you don't want to focus on just one one forecaster model but like i'm just saying like there's probabilistic models am i better than a probabilistic model like no i'm not better than a probabilistic model that's not my area of expertise what i can understand is what are the likely policies that are going to be implemented by both paths right if the 60% that go this way or the 40% of would go that way uh given the probabilistic model and what are the macroeconomic consequences of that but even there what i'd say is there's still a lot of uncertainty like tell me what a new administration's set of policies are going to be like who the heck knows it depends on do they get elected do they have the house do they have the senate how much does it get watered down you you know like who knows right and so like you get lost in all of those things and the reality is like you're probably going to be fine just waiting to see when the legislation passes i mean or is very close to passing and then reflect the macroeconomic consequences of those policies as they come yeah that made me think about andy conston we talked to him about like the quarterly uh treasury funding announcement like he sees all these people like trying to predict the quarterly funding funding announcement he just waits until it comes out and then says all right what are the implications i already know what it is it seems like a similar type of framework yeah i i think i mean if anything um there is probably more clarity around the uh decision the primary decision rules that are related to that than there are to like fiscal policy in a whole like i'm like literally okay so new administration comes in like is the 10% tariffs on every on everyone is that rhetoric or is that policy is is a 60% tariff on china is that rhetoric is that policy will congress congress accept that will they not accept that like will they water it down will there be the constituency to do that what sort of you know uh exceptions are they going to make like all of those questions are super pertinent to understanding whether or not it will have a meaningful macroeconomic consequence and there and i'm going to be blunt about this no one has any answers to those questions because the answers to those questions will be determined by the electorate which no one has predictive ability to determine what they're going to do and number two in the head of the people who get elected which like who the heck know and so you know like what what are you doing if someone's gonna so you know it's a person who comes in and says i know for certain that there's going to be larger deficits po certain tariffs policy and this direction policy in that direction like they're totally overconfident right and so you're much better off putting yourself in a position to say look i don't really know what's going to exactly transpire particularly in a in a bi you know in a bodal highly uncertain outcome where the actual policy implementation isn't clear like put yourself in a position so that you're not overweight any particular outcome because you don't really know what particular outcome will happen and that you don't have any implicit or explicit vets on the politics or the policy and wait to see the politics and the policy as they come in so it's a risk management exercise politics in general particularly elections i should say are risk management exercises much more than they are uh opportunities for alpha
Post-GFC U.S.  Regulations Fundamentally Restructured Debt,2024-08-16 12:15:02+00:00,6,HhDnm9_8FnM,https://www.youtube.com/watch?v=HhDnm9_8FnM,so the idea with these deb driv cycles we were we were prone to these kind of blow up type situations where things eventually blew up is it the idea we're less likely to have that in an income driven cycle than we were in a debt driven cycle yeah that's exactly right i mean and this isn't this isn't um this isn't by chance like what happened was we had the gfc and basically everyone in the regulatory framework was like no more gfc type dynamics right we're going to totally restructure the the banks have been restructured have lots more capital you know it's hard it's hard to uh hard to remember but you know in 2006 50% of us mortgages were floaters you know today it's essentially zero right that's a that's a huge restructuring of the way in which debts are serviced in the economy you know 15 20 years ago lots of companies borrowed through cni or you know other loan arrangements they were borrowing on floaters today you know big companies basically term long-term fixed debt uh you know at low yields and so we went through this whole process of households businesses financial intermediaries we want to make sure that they are they are um they can withstand a rise in interest rates so we don't have another crisis type dynamic that we saw in 2008 which was you know a terrible outcome for you know millions of americans and we have been very very effective at doing that but the consequence of that means that uh the fed's power to slow the economy is much uh weaker today than it was back then and the likelihood that we get a cascading self-reinforcing negative dynamic is a lot lower today than it was back then and so you know it's not it's not a random outcome we sort of purposefully said let's restructure our economy to have it look a lot more like the ' 50s and the 60s than to look like uh you know the the preg gfc uh type economy and and and just one question on that is there is there any risk that the debt has moved from the public over to the the government side um and thinking where there might be like levels of debt that could be problematic i don't know what you're you know what you think about that with the level of sort of debt in this country i mean businesses are in good shape consumers are in pretty good shape but what about the like the us government us government's got a lot of debt and i think um the us government's indebtedness is and and um government's indebtedness is a little a little different in terms of how to think about it than uh private sector and the primary reason why that is is that um the central bank has the ability to essentially write off existing debt stock if the level of debt is too high or if the price that is required by the market to finance it is too high and so i don't think that like the current the current level of debt or even a higher level of debt is not that interesting like go look at japan japan has tons of debt right um and what did they do they just printed money and basically retired the debt right if uh and and you know they have the lowest interest rates in the developed world so it's not it's not like just because you have high debt you have an interest rate problem right the question is basically you know what is the uh appropriate level of interest rates for an economy given its macroeconomic conditions and what needs to happen for the central bank to respond to basically uh ease the debt burden that might exist and so in the us case um you know if you if you look at the overall picture uh if anything it it's probably that the current interest rate level is too low not too high right and so maybe the debt burdens you know are are we going to probably pay off all the debt you know dollar for dollar the way it's currently issued like probably not okay that's a that's a 20 or 30e time frame story like you know as a as a uh someone who thinks about in sort of a three to six month time frame like who cares like you know yep the us debt will not be paid back uh dollar for dollar where you're probably not going to get the same you know real return that you might uh expect as a function that you historically gotten okay so what um what does that mean today no if anything yields need to rise not fall today given the strength of the economy and so the path and this is i think people people like skip a few steps here like what needs to happen in order for uh the debt burdens to be unacceptable is first yields have to rise and yields and the yield curve have to be too steep relative to the underlying fundamental conditions and then the central bank will come in and will ease through the purchase of securities if necessary right first central bank will lower the short-term interest rate and then if the long-term interest rate doesn't uh doesn't play along the way it needs to then they'll buy the long-term bonds in order to bring the interest rate down but we're we're at the beginning of that path not at the end of that path so the way i describe it is there has to be a lot more pain in the bond market before we get the types of interventions that are that would align with the fact that um you know would align with you know the central bank basically paying buying out the existing debt stock and reducing the debt burden
Slow Moving Central Banks And Interest Rates,2024-08-15 12:15:08+00:00,6,shQ9wT8dTHo,https://www.youtube.com/watch?v=shQ9wT8dTHo,is this a flaw in the way the fed works like it seems like always in these cycles basically what you said happens which is things go really bad they cut a lot like is there any way they could i mean i guess that's the nature of the backward looking data and how long it takes to come through and stuff but is there any way they could operate in such a way that we ever would have like the like to slowly work the rates down and ease right in there type of cycle or is is this just kind of the nature of the way the game is well for any of these central banks um their uh slow moving nature uh and backward looking demeanor i i call it a feature and a bug uh it's a feature uh because it because what it means is if you understand the data that they look at uh and the way that they make their decision and how they balance things it's a feature because you can have a much better understanding of where they're likely to go if you can start to think about what's going to happen with the economy uh than they than they know so that's a feature the bug is that it means that policy is always delayed and and this is how it works with all these central banks two main reasons one they are consensus driven organizations that's a very important thing to think about uh which means that the action only comes when the last person decides that it makes sense to tooo right that's the nature of a consensus driven organization and two they're looking at the actual data they're not looking at you know they're in general not predicting what's going on they may make pred prediction but they're not changing their policy based on predictions right they're changing their policy based upon the actual data that they see if you go back and you know go read what what paul said in november and december about what was going to happen to the economy he was the one who was saying that there were going to be a bunch of cuts happening but who cares his predictions were irrelevant the only thing that mattered was what actually transpired with the actual data and the actual economy and that didn't align with cutting so they didn't cut right and so that really emphasizes the fact that it's the data that they make the decision on on a backward looking basis and it's consensus driven which means slow moving and so you add those two things up and like unless there's an acute crisis they just don't move that fast in any direction do you think i was listening to you on the unusual whales uh last one they did with with jim kon and and he was talking about the idea that he thinks they might not a lot but he might they might cut you know through the end of the year and he also thinks that might bring like a meaningful acceleration in inflation like not not 4% but something like much higher in the future like it would be a huge mistake to be cutting right now like what do you think about that idea like if they do cut now it could cause like a meaningful acceleration in inflation well i just nothing really moves that fast i think that's part of the um part of the lesson of the last couple of years is you know the real economy just is like not that sensitive to interest rates and so uh um should on a tightening side but also on an easing side right like they're not you know if the fed moves 2550 basis points in terms of uh a cutting cycle like what are the odds that it's going to you know who who is doing what in response to that that will meaningfully influence economic conditions um and i think the answer is like not you know there there isn't there aren't a lot of uh there aren't a lot of folks whose economic conditions are constrained by the by interest rate changes that are on the order of 25 or 50 basis points um and the reason why that is is um you know mostly what's happening most of what's driving economic conditions right now is inome and income growth that's basically basically what we see is households are earning a pretty good income 5 to 6% a year and they're spending five to 6% a year nominal and the savings rat's basically flat like that's that's basically what's happening and businesses are earning you know reasonable earnings and to the extent that they need to do capex they're financing it out of cash flow and mostly not borrowing and so an incremental move of interest rates in one direction or another isn't going to make a huge difference in any time frame that the fed cares about um to cause uh their change of behavior now if we entered a significant easing cycle we're talk about hundreds of basis points of easing then i think what we would experience is we'd unleash you know incremental borrowing that would supplement the already elevated nominal income growth and that incremental borrowing would mean that overall nominal spending would be elevated in comparison to the productive capacity of the economy we're already at you know the us is already at the productive capacity right i mean employment you can't find any more people right i mean we part of the reason why it's been able to continue to expand is because we we've had so much immigration if you just look at you know um employment as a percent of the you know prime working age population it's basically at alltime high so like there is no incremental supply that can that can come into the market and and meet higher nominal demand so i agree like significant a significant easing cycle might cause a reacceleration nominal spending and lead to inflation but you know anything that's in the range of anything that's plausible from the fed frankly won't do much whether they do something or don't do something
"Oil, Goods and Housing Inflation Status",2024-08-14 12:15:00+00:00,4,9Bz3VAU_24Y,https://www.youtube.com/watch?v=9Bz3VAU_24Y,do you believe like some do that the housing component is uh likely to fall or do you think it's going to remain elevated here um as we go throughout the rest of the year and into next year well um if you're looking at you know uh oil prices is a critical place to start and that's because oil affects all all prices uh particularly all goods uh and to some extent services prices those prices you know oil has remained elevated it looked like were getting a little bit of uh decline in oil but that's bounced back up and so you know the big disinflationary impulse that existed last year is not is not happening oil is basically flat then you turn to uh goods prices uh goods prices are now you know basically back to pre-co levels of inflation uh and a lot of those sort of big disinflationary impulses like things like used cars and uh things like that um the price level has come down to the point where we're now at levels that would be commensurate with the rise in nominal incomes so the odd that happened over the you know the postco period so the odds that we're going to get a lot more disinflationary impulse from those prices are not very good on a forward looking basis look month-to month who the heck knows what's going to happen i'm just saying like auto prices they're not going to fall another 25% used auto prices aren't going to fall another 25% uh because incomes are up a lot so you don't want to look at pre-co prices as your benchmark because incomes are up 25% on a nominal basis uh and so odds are those good prices are not going to fall nearly as much and then we turn to housing and and really housing it's all about um all tenant rents and when you look at which is very different a lot of people focus on new tenant rents that is misleading that's not what drives oar that's not what drives actual paid for rent what drives actual paid for rent is all tenant rents uh and the um the fed series which captures those suggests that we're still seeing inflation in the 5 to 6% range on an annualized basis of all rents in part because there's a big catch up to the rise of new new rents uh that existed in the postco period those surged at double digit levels at one point and if we're at that range we're going to see house price inflation that remains elevated uh compared to pre-co levels um and so you take services inflation which is elevated to preo levels house price uh housing or shelter costs that's elevated relative to pre- crisis level pre-co levels goods uh prices that are probably going to be a bit above where they were preco given um the disinflationary or the the de globalization dynamics that are occurring and oil prices that are flat at best and you add that all up and you know you know things are a little too high
Indexation and Relication vs Picking Managers,2024-08-13 12:15:03+00:00,3,jBXvtGv5nZY,https://www.youtube.com/watch?v=jBXvtGv5nZY,"there's always this question of let's say indexation versus picking um and you know everyone hopes to be able to pick which head fund managers are going to be the the right tail incredible performers etc and a lot of people think that they can pick um uh the reality is that if you look through time while the hedge fund industry as a whole their strategies generate a fair amount of alpha um particularly before you start charging the fees uh no individual manager individual manager individual managers in general do not have outperformance persistence that's any better than random selection like of course if you take 3,000 managers some managers will persist in being the top quartile or the top you know above median returns for an extended period of time but the frequency in which that occurs is no better than random chance and so while there's a lot of people who think that can pick which fund and they will spin up every story imaginable i'm telling you i've heard them all about why one manager is likely to be better than another the reality is they cannot pick because the information that they pick which is backward looking you know they used to pick which is mostly backward looking returns gives you no information value on whether they're likely to be an outperformer in the future and so that's i i think that's a tension and that's attenion that's you know like bogle 75 years ago was like dealing with the same problem it's like why not pick the 500 sacks that only go up it's like yeah but you can't you know um so indexation is is uh is a big part of it and then i think another question that's always the issue at hand is um replication versus direct investment so talking about replication replication is inevitably imperfect that's the way it works it's imperfect and there's a trade-off between the imperfection of that of that replication and you know the ability to get diversification so if you think about the you have to think about this as a trade-off imperfect replication but better diversified lower cost more tax efficient and ultimately what matters for investors is not you know how perfect your replication is um it's you know what is the return after you pay the fees after you pay the taxes what is that compounded return over time that's really what they care"
Creating An Asset Management Firm,2024-08-12 12:15:04+00:00,3,Yif38ltxNu4,https://www.youtube.com/watch?v=Yif38ltxNu4,whenever you think about building an asset manager um a startup asset manager is not an easy thing to do in the us regulatory context and um you know i i love coming on to these sorts of conver conversations and talking about what we're doing and talking about investment management and u what's happening in in markets but the reality is as a ceo of a startup financial firm uh particularly one that's a 40 act a regulated you know a sec registered product um a lot of the work in the day-to-day is related to you know regulatory work setting up the business the operations uh compliance uh you know along with all the sort of you know basics around starting up a business so um if you're moving fast and trying to build a great investment product and at the same time working in that regulatory framework and building a business from scratch those you know that's uh there's more than enough work to go around that's probably what i'd say right it's definitely a a costly endeavor too in the 40x space where you're putting all that together right all the different service providers you know the platform and the distribution component how you're going go to market all these different things adds layers of of cost to the equation sh we say right exactly exactly i mean i think you know relative to where where this uh where this world was uh five years ago there's been a heck of a an evolution on the existence uh and deepening of white label providers who at least from the operational side provide a significant amount of lift um has really helped startup managers like ourselves combined with some regulatory changes that occurred uh you know mostly during co that um allowed for a lot more flexibility in the 40x space um for new issuers uh so that's that's improved uh the pace and difficulty of getting to market um but that doesn't mean that you know it's it's uh it's certainly costly and it requires you have to you know when you when you build and launch these products particularly when you work with something like a white label provider you are um you know it's not just a casual vendor relationship you know the fate of your business is highly tied to their ability to operate effectively and so you have to think very carefully about who the right partner is um and and what the right relationship is that you want to have um and along the way you're thinking do you want buy or build buyer build buyer build and so um you know there's a lot of decisions along that whole path that you have to craft uh and decisions you have to live with you know for years to come once you make those decisions yeah
Global Exchange Markets in June 2024,2024-08-02 12:15:04+00:00,4,IaT8XK8dcQY,https://www.youtube.com/watch?v=IaT8XK8dcQY,what's going on in the global exchange rate markets which i think um from a macro investors perspective uh is always uh is always uh top of mind and i and i think um when you look at what's happening globally there is more you know we we basically have gone through the last five years have been a pretty correlated period in particularly across developed economies but really globally it's been pretty correlated um probably china being the main outlier and i i think increasingly what we're seeing in the fundamental conditions is divergences uh divergences that are functions of policy divergences and so in particular you know uh i think people sort of talk about us exceptionalism as if it you know it's uh it's is mana from above um rather than simply a function of different policy choices uh in terms of of how the economy is running and different structures and of the economy um but this idea that um you know the us economy continues to have higher levels of inflation you know stronger nominal growth rates which will likely lead to higher uh for longer monetary policy whereas uh other economies you know places you know europe in particular but also japan to some extent are are likely to have um you know easier monetary policy for an extended period of time given their both structural and cyclical dynamics is the sort of that will uh likely put pressure on the dollar to continue to be strong relative to the rest of the world and i think cuts really counter to there sort of this general theme that's out there in the market right now that that we're going to have uh like a us sovereign debt crisis or whatever at the time when the dollar basically hasn't been the strong in decades and and i think that uh divergence in policy and macroeconomic driven by macroeconomic conditions diverging from each other will contin to sort of emphasize the dollar relative to other developed exchange rates which um will surprise i suspect a lot of people over the course of the next uh couple years yeah i couldn't agree more actually historically in these types of periods you know what i what i do primarily is is trade volatility and look at volatility markets you know the volatility during that period in fx and gold which i by the way are i think more similar than gold is to oil even right um are are the assets that are the most um you know volatile during those periods and um represent the most opportunities too so uh it could couldn't be more historically that that definitely is in line people think that broadly all commodities are volatile during this period because i think about opec in the 70s and but the reality is oil was actually not very volatile it had a very you know clear upward trend and didn't have a ton of volatility um over over uh the 70s um and uh was under p pinned by by opec so kind of that that was like a fed put essentially on on oil which really reduced volatility so there are there are a lot of other assets that have been had volatility priced into them which are kind of false uh whereas fx and again gold are areas where i think calls in particular in gold and other types of hedges and in fx um uh are are wonderful opportunities um in the long
A Chaotic World and it's Impact on Macroeconomics,2024-08-01 12:15:05+00:00,3,wykgKhz_KGk,https://www.youtube.com/watch?v=wykgKhz_KGk,if you look back the last three years it certainly would suggest that the world is moving into a much more chaotic state than what we've seen before then this could this could last for a very very long time and i and i kind of just wanted to circle back a little bit maybe to hear whether you have any thoughts on this but also to the point that you made earlier that the majority of investors are probably invested in the wrong way because that is not the environment that the 60 portfolio was created for right i i mean i think the the the key thing when i when i hear that sort of uh perspective or or or or speculation is to have humility about whether or not that is true i think what causes macro investors to get out over their skis is where they start to project uh the fact that they have understanding of how macroeconomic systems work to how political systems work two very different things a skill set in one does not connect to a skill set in the other uh and so as an investor it's very important to understand what your edge is and where and where that where that is and where that ends and for me in particular let's call it sort of uh geopolitical perspectives is not an area where you should listen to what i have to say because i don't have an edge in projecting what is likely to happen what i can say is from a macroeconomic perspective various geopolitical outcomes have various macroeconomic uh consequences let's say and that those consequences the question is do you want to be prepared uh for a wide variety of those different consequences given the uncertainty uh or do you want to be concentrated in a particular set of of of outcomes and that's where i'd say i'd emphasize like most people holding the 6040 portfolio have a huge bet on peace and globalization it's been the truth in the past but is not necessarily the norm in the future and so a a critical thing is to help to create a diversified portfolio that helps protect against less globalization and more global conflict is not an exercise in projecting that it might happen it's recognizing and having the humility to understand that you don't know what's going to happen and so it's much more important to be prepared for a lot of different outcomes than for any one particular out
AI in Systematic Investing,2024-07-30 12:15:02+00:00,5,GAej22mmNOI,https://www.youtube.com/watch?v=GAej22mmNOI,you know these things are just tools ai is just a tool there's lots of different tools ai is also so general like there are very specific tools that exist and there are concepts that you're trying to capture and the tools are just ways to capture the concepts and the tools get more powerful and the techniques get more refined to take advantage of the more powerful tools so it's not like you know the way that you build systematic investment strategies today is frankly at all like what you used to do 20 years ago but the basic concept is the same which is like start with core intuition understand in an expert way a design of how you want what is the thing you want to capture and then find the tools and techniques that are most appropriate for that particular problem that you're trying to solve the functional reality is those tools and techniques have come along so machine learning all these different subsets uh separate from the geni llms of the world exactly exactly and if anything i think from an investment management standpoint like a lot there's a lot more um there's a lot more richness and frankly a lot more uh effective tools that exist uh and are being developed and you know it's really it's incredible how far we've come in at least in my career you know 20 years um that are more sort of quantitative oriented ai and machine learning techniques and you know even though everyone i don't know everyone's talking about you know large language mod models and chat gpt and stuff like that like you know chat gpt from uh from at least from from my perspective of what i well the problems we're trying to solve like it's pretty good at i don't know writing haus and uh and being a joke book in your pocket but it's like not that useful in you know trading financial markets yeah it's they very focused on different applications right i think everybody has there's there's a lot of noise out there but what is it doing specifically for the challenge it it's solving your business maybe and and there are certainly people who have business problems that are of the form create essentially generic text uh and do that over and over again and so that you know so i'm not saying that there's no value in l lmm or anything uh uh at all right there's no value in them it's just it's not like it's not the problem we're trying to solve for what you're doing right for what we're doing and that that's just what it is not the problem trying to solve and and you know the worst thing you can do and this and this really i mean this is a little bit like systemization philosophy is like the worst thing you can do is bring a tool which is totally wrong a tool or technique which is totally wrong to the problem that you have at hand and it's actually you know one of the things at least and that's particularly important in the asset management business because sampling is a real problem for a lot of these techniques which are high sample size problems if you're looking for you know pictures of cats like i can essentially create an unlimited number of cats and you can identify whether it's a cat or a dog or whatever um and so your sampling size is is is huge if you're thinking about financial markets like your sample size there's a limit there's a there's a literal functional limit which is like you could look at every stock you know every minute for the last 50 years and then you're done there is no other information that's out there you know of course you can look at macro data back further than that but like the orders of magn whereas i can create essentially billions trillions of pictures of cats infinite numbers of pictures of cats essentially i cannot do the same thing with training data for financial markets and so what that highlights is that you really do need expert designed systems that are carefully thinking about techniques and thinking about the limits of those techniques which is actually a pretty big part of the story understand the limits of your techniques and think about how do you make them robust and not overly optimized because you know that they are limited you know that they're handcuffed um and so you have to be careful about how far you push the optimization uh of the approach because you might overly optimize you know your technique to back history relative to what happens in in the future uh and so you know i i think that's uh expert design systems at least in the in the uh financial market world you know are going to be around you know basically forever because uh until there is a bet you know maybe there is a next generation better solution to the low sample size problem but until we get that you really do have to have expertise in terms of thinking creatively beyond the scope of what is you know plausibly in the data set behind you yeah definitely absolutely
