Title,Published At,Duration (Min),Video ID,URL,Transcript
The Fed Plays the Waiting Game,2024-05-03 12:15:03+00:00,7,fvJGM7z-r18,https://www.youtube.com/watch?v=fvJGM7z-r18,but like what is the fed going to do here i mean are they just going to keep pushing this out and out and out um into the future nothing the fed is going to do nothing uh and i think uh i think you know if you've if you uh if you've been through a few fed cycles in your career um you know i think the the sort of two things that um the reaction function let's say of the fed is often to do nothing until there is such a significant growth or inflation dynamic that it motivates them to move rapidly and so what you know it's very typical to see these periods where essentially nothing happens for you know it can happen for years on end because as long as growth conditions don't deteriorate there really is no motivation like why if you're in the fed shoes right now like why would you change monetary policy like what what would be the reason like unemployment's and secular lows you know growth is fine uh and on the margin inflation is a little too high relative to what you what you'd like to see why would you cut when you could just sit and wait and i think that's what we're seeing you know that's that's sort of the big um the sort of big surprise i think to the market really in the last couple years is that particularly when you comes to pricing in the short pricing and what's in the short rate market you know expectations have been wildly you know all over the place in terms of expecting huge cuts and then hikes and then cuts you know and today we're about zero when in reality like what's happened over the last 18 months is like not much right really not much so no not much is going with on with the economy and not much is going on with the fed and so you know we've got this like not much world but expectations are wildly moving around everywhere right and so the trade has been to fade the expectations not to run with them yeah i mean i can't really come up with the only argument i've heard to cut and i don't think it's it's really valid anymore because we've seen inflation come up is the idea that if if they think and you're going to tell me they're probably not but if they think they actually are very tight where they are right now and they want to stick the landing and they see inflation coming down they would want to ease into it as opposed to what they usually do which is something goes horribly wrong they cut a lot um but i get i think unfortunately that's probably not valid anymore i mean inflation's going up not down so there there's probably not much of a case to be doing any cutting right now i don't know if you agree with any of that that i just said yeah well i i think a lot of people you know uh particularly those who are asset holders really hoped that what was being said by uh some governors you know i i call them the real raiders um was uh was was true and sort of forgot the fact that like it doesn't really matter whether the fed thinks monetary policy is tight or easy it really doesn't the fed responds to the data that it sees if growth is okay and inflation is too high then you know at a minimum it doesn't do anything maybe it hikes but at a minimum it doesn't do anything um it you know they can they and the 500 quants with phds can sit around and you know pontificate about whether monetary policy is tight or easy it doesn't make any difference it doesn't make any difference what makes a difference is what's going on with growth and what's going on in in inflation and so you got to focus on those things because that what's going to determine their policy to be clear like the real rate situation in terms of you know the the fed's view of real rates today is basically no different than it was four months ago when everyone thought that there were going to be seven cuts right the thing that's been different is measured inflation is a little too hot and growth continues to be pretty good right that's what that's what's going on and that's what's motivate motivating their behavior too many people way too focused on some random academic theories being promoted by these governors it' be so much better if they just stopped talking um then people wouldn't be confused by their totally misleading either expectations of future conditions or their misleading frameworks of how the decision-making works i'm just curious when we think out longer term like structural inflation um you know we've had these forces that have driven inflation down you know technology being one uh globalization was one in the past um and demographics like those are kind of the reasons we're always given as to why inflation was low for such a long period of time like when we come out of this period i mean do you think those are different now i mean do you think we have like a higher level of long-term structural inflation than we did in the period before uh we may or may not have higher structural inflation really it comes down to whether whether the fed or the central banks in the developed world uh want to choose to accept a higher level of inflation or if they're willing or or if what they're going to do is constrain nominal demand relative to what it would have been otherwise um in order to keep inflation down and and the reason why i i say that is um it's clear that some of the big disinflationary pressures that have been so beneficial over the last 20 years are are not repeatable you know china entered the wto that's not going to happen again um you know we had a massive boom in crossb trade where production went to the cheapest to produce areas of the world that's not going to happen again um we had honestly we had you know 30 years of of the most peaceful uh time in you know us or in global history over the last thousand years in the last 30 years um you know maybe that happens but it sure looks like we're moving in the opposite direction and so you put all those things together and and the disinflationary impulses that existed before are unlikely to persist into the future i think the interesting question is what is the central bank do about that because part of why we were able to have such high real growth in in the '90s and and 2000s was because uh you know central banks were getting the dividend the peace and disinflation dividend and so they let economies run hotter than they otherwise would be but if that's not there are they going to choose to to constrain economic growth or are they going to let inflation run hot i mean so far they've let inflation run hot
Why is the U S  Economy Resilient? (in April 2024),2024-05-02 12:15:05+00:00,8,Pb3jJf6Attg,https://www.youtube.com/watch?v=Pb3jJf6Attg,yeah there's been some interesting like developments macroeconomy related it seems like you know inflation is coming in maybe a little bit hotter or stickier and growth looks like it's coming in a little bit slower i don't know what the gd print was like 1.6 versus two something if i'm getting the numers somewhat right in there so i'm just you know and i think the market is somewhat reacting to that it seems like um and just can you give us an over all view of where you think we are economically yeah i mean i think from a from an overall economy perspective we're still very late cycle unemployment rates at secular lows um you know income growth as a function of that is uh still relatively elevated which is leading to nominal spending that's too high relative to the productive capacity of the economy and the combination of that means that inflation is still elevated um above what the fed's target is i think um you know i think the the resilience of the economy has surprised many folks given that we've basically have been at this higher rate environment you know for 18 months or so and um you know there's nooks and crannies of the economy that are weaker uh for sure uh you know if you're a loss making you know debt ladened private equity backed company life's a little tough for you but if you're um you know if you're a cash flowing business uh if you're a big business um you know if you're a household that's got you know decent income growth you know you're employed decent income growth and a 3% mortgage uh and your 401k zooming up and your house price going up things are going pretty well um and so i think that all speaks to the sustainability of this current expansion being much more fueled by income growth than most of the expansions that we've seen in our careers which are much more debt oriented expansions and you know incom driven expansions they can last a long time there's no there's no unsus unsustainable activity when you have an incom driven expansion the way that we're having it yeah so that's a big part of the resiliency is this income levels have stayed up employment has stayed relatively healthy in most areas and so people have money coming in consumers are spending money because you know it is if you think of it to your point it's like how much rates moved the cost of borrowing you know you would have thought that would have had more there would have been more pain in different areas there's there's pockets of it commercial real estate in certain areas even though that's being so yeah it's it's interesting how resilon it's been yeah and i think i think um in many ways uh this expansion i think a lot of people find this expansion to be very confusing uh and then they're sort of uh like fumbling around to find you know the explanatory dynamic that's going on oh it must be you know fiscal but the fiscal position in the us is actually the deficits actually been contracting for the last couple years or it must be interest that's funding everything but you know that has added at most 50 basis points of gdp growth over the last few years you know people are fumbling around they don't understand it and that's because the cycle we're experiencing today is actually much more akin to the um the oldtime cycles of like the 50s and the 60s where you have these sort of income based expansions and they're quite persistent and it doesn't mean that monetary policy is totally ineffective um it has its its effect to some extent but when you have borrowing as soft as it already is um it's it the borrowing channel uh is not going to be the big channel for creating the slowdown in the economy basically what's what has to happen is interest rates have to rise enough to start to create a dragon asset prices and that drag on asset prices will then create a desire to save more uh and spend less and that that'll create a slowing of spending which will create a deterioration of earnings which will create a deterioration in employment but you know when we look at that cycle like where are we you know we squint at the s&p 500 every day like we're not at peak but heck we're you know percentage points below peak and um we look at house prices they just keep going up right for most people you know hardly a flesh wound there in terms of the tightening that's gone on so far on twitter you outlined a framework where you articulated a way that inflation ultimately might get might get uh stomped out here can you just talk about what that what that was yeah others have uh that you've talked to earlier today have slightly more elaborate uh you know works uh that they've created scripts they've created uh you're talking the acts of the play i like the acts of the play that's right the acts of the play um which you know much respect for andy everyone should read the acts of the play i'm more of a like fits in one tweet kind of guy you know so you know basically what has to happen in terms of the ordering ordering matters i i i wrote this back when people were like well i should buy bonds because eventually there'll be a recession and i'm like no no no that's not how it works you have to think about the ordering and the ordering is that interest rates have to rise and then asset prices fall and then spending slows and then earnings deteriorate and then hiring deteriorates and then spending slows and we get that negative self-reinforcing dynamic and that once there's a enough slowing of nominal spending growth relative to the productive capacity of the economy that will start to create a slowing of inflationary pressures both because you know wages will come down um and the overall nominal demand will also come down with it leading to you know price pressures that are softening and and and so far we basically we're just not there like if you look at what's going on with nominal gdp growth no f you know if you look at um end demand which is different from gdp gdp is you know whether there's inventories or not and whether it's foreign demand or not it's not that important like if you're trying to understand sort of the durability of the economy you want to look at you know final sales to of domestic producers or you want to look at you know end demand nominal demand domestic uh demand and if you look at those you know basically we've been in this five or 6% nominal demand range for a while right and it's and it's no surprise that that is happening at a time when wages and salary growth from the from the pce report are also showing 6% so we've got essentially 6% growth in wages and salaries 6% growth in spending roughly stable savings rate and a nominal gdp growth at the aggregate economy level of about 6% okay well you know there you go like it's it it all ties out very nicely um and that that will persist until there's a good reason for people to stop spending
How Could An Asset Allocator View Bitcoin?,2024-05-01 12:15:02+00:00,4,ChzQnd2QsC4,https://www.youtube.com/watch?v=ChzQnd2QsC4,bob you've done some of the best work with respect to looking at bitcoin a you know as a risk asset more correlated with say you know the nasdaq and you know that side of the tech tech world versus say you know the traditional gold maybe you could talk to us about you know that's obviously an evolving trade of bitcoin but where's the dna of bitcoin right now yeah i mean i think one of the key questions for any allocator and really for any widespread invest adoption and someone has to sit there and understand where and how bitcoin behaves relative to their overall asset portfolio and i think that's one of the challenges of more widescale adoption is you know what when does bitcoin go up and when does it go down is uh pretty uncertain in terms of uh when you're thinking about it from an investment allocators perspective i think of anything what we've seen is we've seen an increase in the idiosyncrasy of the return related to bitcoin um you know whereas a couple years ago it basically looked like you know the q's times three or something like that uh the fact that we've seen the market action that we have and the magnitude of the market action connected to the bitcoin the spot bitcoin etf um dynamics over the course of the last year have made it even more idiosyncratic um and so i think if anything while the bitcoin um uh issuance the spot bitcoin etf issuance has been very valuable in creating an inf infrastructure it's been detrimental to understanding how the asset transacts um because it's made it more uh idiosyncratic in terms of its returns and so my guess is over time we'll sort of get back to something sort of more normal stability once the sort of initial flows that come from that play out i think even in the last to be honest with you the last couple weeks it kind of feels that way a little bit that we're kind of getting back to the norm um and if it's just if it ends up being primarily a different risk asset well that has a use in a portfolio like in the same way the cues have a use in your portfolio but it isn't necessarily quite as attractive uh as gold from a diversifying perspective if it remains so correlated to tech you know to like tech or or uh or risk assets i mean is an example you're talking about i'm thinking of the idiosyncratic nature of it lately is how with these geopolitical tensions gold was going up bitcoin was going down yeah that's not you would expect if it's a store of value right i think i think um many people have proposed that bitcoin is a uh will protect you against geopolitical will protect an investor against geopolitical risk and i think the challenge with that uh thesis is it's not a fundamental thesis it's a empirical thesis in the sense of you have to observe how people respond when you see those circumstance emerge circum ances emerge and i think if anything actually what we've seen is a bit of a step back along that dimension if you go back you know back to the ukraine uh the russian russian invasion of ukraine bitcoin did seem to trade a little bit positive to geopolitical risk meaning as the risk was increasing bitcoin went up um and i think this more recent period with the conflicts that have emerged in the middle east we've seen bitcoin trade closer to a risk asset in the short term and that um that certainly looks like it's moving further away from being that that geopolitical risk hedge as its adoption has become more widespread
What do the Latest Developments in Bitcoin Ecosystem Mean?,2024-04-30 12:15:05+00:00,6,sS8y5JEYcns,https://www.youtube.com/watch?v=sS8y5JEYcns,we get to we kind of we look at them at bitcoin from a similar place i feel like well we're not bitcoin maxis but we're willing to definitely give it a good chance so i just wanted to follow up with you now since we last spoke we've had developments in the bitcoin ecosystem have they made you number one warmer or hotter on bitcoin as a store of value digital gold number two bitcoin is a currency a medium of exchange would love to get your take here yeah i mean i think the biggest thing i'd say from the perspective of an investor is the issuance or creation of these spot bitcoin etfs really does change the picture in terms of the protections that individual investors have in order to invest in the product you know the the etfs particularly those issued by bigname institutions either explicitly or implicitly have guarantees that if various issues come up related to the custody of those assets that odds are those companies are going to back the those those products and ensure that customers are made whole and that's a pretty big deal considering one of the biggest issues in the space over the last decade has been a question of whether or not people uh were actually you know having had the exposures that they were expecting when using other intermediaries so pretty much changes the picture there yeah it gets rid of a lot of the friction and sticking points that an investor would have especially like wealth managers to to put a client in into into digital assets that that's exactly right and so i think what it does is it opens up the opportunity to say uh you know for the uh for the the folks who are curious about bitcoin want to start to leg in a little bit you know the the essentially the cost of doing so in terms of just buying an etf in your brokerage account it's just a lot lower than going and setting up an account you know a third party and it's not related to your existing assets and how exactly do you hold it now of course there were other options out there like the grayscale bitcoin trust um but without necessarily the protections that exist in the etf structure with big you know uh trading well above or below uh the fair market value of the asset and um and and so this and actually at you know considerably higher costs you know now we're talking about investing in bitcoin at 25 basis points of fees so totally change the picture there and i think what we're seeing is we're seeing some incremental interest directly as a result of that i think the real question is is it good enough to be a primary cornerstone of people's ass asset portfolio and the volatility so far it's not quite there yet and so that's what we're seeing you know bob i'm gonna dig into that i want to start first on the transaction costs since the having and ask you what that may mean for bitcoin's chances becoming an actual functional currency so we've seen that trans action costs have gone up it looks like they're kind of unrealistic for any smaller transactions i mean you're not buying a coffee the fees are too high have what you've seen posst having transaction cost just friction cost does it make it less likely or more likely that bitcoin could ever be like a currency with transactions built in well i think um i mean there's a lot of other experts in the world of bitcoin that are probably more knowledgeable than me i think the main question i like your angle i like where you come because you're you're not a maxi looking at it as an asset allocator and so it's a very yeah i mean i think i think the basic question is um in order to be a currency the transaction cost of a currency has to be very low right obviously like the transaction cost if you have a $100 bill in your pocket is zero right because you know you just hand it to somebody and i think when you start you just hand it to that's that easy right um or you know swiping a credit card you know the transaction costs there are a few percent i think the the challenge with it being being a um a transacting currency is exactly what we see here which is the pace in which the transactions occur and the fees that it takes now i'm sure there's going to be a lot of folks working hard to figure out ways to reduce these for smaller scale transactions but until we get an environment where uh people can reliably believe that the transaction costs of uh can be both can be very low i mean like 1% and the transactions can be immediate it's going to be very challenging for it to serve as a transactional currency now i'd separate that from being a um an intermediary to transition wealth that is something particularly in environment you know where you're talking about larger amounts right you're not talking about buying a slice of pizza you're trying to talking about preserve your savings say in an economy where there's uh questionable ability to save in banks and things like that that's where you might be willing to pay a more meaningful transaction cost to move a larger amount and you might also be not so sensitive about transacting instantaneously but transacting over time and so you put those things together and i actually think you know that part of it still remains even if the smallscale transactions are no longer uh are are have yet to be proven out sufficiently to make sense to do
What Path Do Rate Hikes and Asset Prices Have to Follow to Slow Down the U.S. Economy?,2024-04-29 12:15:01+00:00,6,D1fbOoXHrCQ,https://www.youtube.com/watch?v=D1fbOoXHrCQ,"bob i just want to move a little bit on to your um your look outlook on interest rates because you post some great stuff on that and you should we see in real time how you have a pragmatic data driven view on rates so it looks like you know a few months ago everyone was the the market was pricing in a number of cuts now it's gone to a point where the probability of actual rate hikes not cuts is no longer just a tail wrist if you look at market pricing so i'm just curious at what point does the probability of hikes start to impact asset prices do you think yeah i mean i think we we um we had a unique constellation of events over the first quarter where expectations of us growth were very weak um and expectations were that the fed would cut monet you know cut interest rates relatively significantly through the course of 2024 and in the first quarter um a bunch of data basically came in and showed that the us economy was pretty strong all things considered you know even up through today's data with very very strong household spending uh the challenge you know and that was a big important driver of why stocks rallied through the first quarter was because growth was much stronger than people expected but now expectations of growth in the us over the course of 2024 are now at 2 and a half percent two and a half perc real growth in the us is pretty darn strong i mean that's about about as as good as you're going to get in a late cycle environment and so that has set expectations very high we also have earnings growth that's expected to be 17% year-over-year by the fourth quarter that those are very high expectations in terms of growth so it's going to be hard for equities to meet that um in an and and that's happening at the same time that there's this pressure for interest rates to rise and and i i wrote something yesterday which i said we're we're in a bit of an airpocket which is that interest rates have risen enough to put a lid on the ability for stocks to meaningfully make new highs but those interest rates haven't risen enough to create enough of a drag on the econom to shift over to an easing cycle and so we're in a difficult position when it comes to risk assets both bonds and stocks because we're not quite you know things are not quite bad enough to get that easing that will help you know create a re acceleration but they're not quite good enough relative to the expectations to keep asset prices going so if you were to have like kind of a a red zone for rates say like the 10year is it somewhere around the 5% range you'd start to get worried about what will happen to asset price yeah i mean i think giving us uh last last fall was a good sense of what was going on we had interest rates touch 5% we had stocks fall to 4,100 and that was a very short period of time and had a relatively swift response from the treasury and the fed to ease monetary policy or at least indicate that they were going to ease policy um and we didn't quite get the growth slowdown that was expected but we were on a path to get there um if interest rates had stayed at the same level and stocks had continued to decline even modestly and so i think those are sort of the targets when you start to get rates that are going to be you know at 5% or above for more than just a moment you know for months and you start to see stocks fall something like 10 15% from their highs that's sort of where you start to get the types of dynamics that would typically create a turn in the economy um and we're not there yet is is the reality both on bond yields and also on um on stock price gotcha now i just want to move on you made a quick comment on on earnings how a lot of good times are priced in so are you thinking if basically earnings expectations are kind of price to perfection where i saw a good chart that i can throw up that shows some of the basically the mag 7 earnings growth versus the rest of the s&p 500 you see mag 7 growing strongly now supposed to decelerate but still be growing pretty well but then the rest of the s&p will be picking up and be the strongest growth in 4q so does that introduce risks to you like how do you characterize when you see this where are the risks in in this type of chart yeah i mean i i think it's it's pretty hard you know the us economy is doing pretty well um but its growth is at you know its nominal growth is at 6% a year which means that essentially the topline growth in the econ in in earnings right the sales growth in earnings is about 6% a year you can't really get away from that it's not totally exactly right because they can take you know they can take uh share slide three next next slide this is the one that he's talking to they can take share from you know private companies they can take share from abroad but i think in general it's pretty darn hard to grow meaningfully earnings much more than sort of six to 10% if we have that sort of 177% or 18% earnings growth and you know gdp growth is growing at something like uh 6% and margins are already at you know pretty close to secular highs the combination of events that need to occur to get you to the that you know 17 to 20% earnings growth by the end of the year it's it's pretty tough to pencil out what exactly is going to do that so the expectations are very very high considering um you know a macroecon you know they need something meaningfully better than the already pretty darn good macroeconomy that we've got right now"
Portfolio Diversification in Inflationary Periods,2024-04-26 12:15:01+00:00,2,KE3nbWYcFlc,https://www.youtube.com/watch?v=KE3nbWYcFlc,uh bob if we look at the ramifications for asset allocation sort of through the lens of the highly inflationary period in the late 70s and early 80s what are some of the lessons learned from an asset allocation perspective through such highly inflationary periods yeah i mean i think i think the biggest thing is um most portfolios most portfolios if you look at how they're built today strategically we're talking we're sort of talking constructing a a beta portfolio sort of putting our alpha views on the side if you look at beta portfolios today they're basically built on the lessons learned from 1985 to 2020 um or 2022 right like that's kind of how they're built and how are they built they're basically bonds and stocks which were a great set of portfolio diversifiers over time um over that period and in a disinflationary cycle that's exactly the portfolio you want to hold but i think it's really important to recognize that that is a terrible portfolio through an inflationary cycle um and the vast majority of everyday investors are totally unprepared to experience this dynamic um because they're not holding assets that would typically do pretty well in inflation upswing as well as the downswing following an inflation upswing so things like commodities uh you know um industrial commodities oil gold um and that sort of combination of assets is going to do better than a set of assets that's highly concentrated in disinflation in in a dis disinflationary uh cycle now to be clear that doesn't mean that assets in general are going to do well it just means if you're going to protect yourself as well as possible you're going to want to have that portfolio of assets so
"The Path of Productivity, Demographics and Debt in Mature Economies",2024-04-25 12:15:01+00:00,5,JkQcrcFzOY8,https://www.youtube.com/watch?v=JkQcrcFzOY8,you know the first thing you want to start with is is basically let's call it the longer term productivity cycle which drives you know any anytime you're thinking about growth over a you know 20 30 year time frame that's productivity is the main thing that drives what's going on and you we've we've basically um i think the thing that you typically see is the productivity particularly in advanced western economies is pretty stable over time you know there's some fluctuation here and there but by and large productivity is consistent uh and that most of the uh evolution of productivity that you see or the the changes in productivity are more cyclically driven and driven by other factors rather than real true productivity dynamics i do think there's a big you know that being said there is a productivity cycle particularly in the context of a global of a of a um in particularly in the context of the development of an overall like a societal development which is in the west let's just say the developed west we've gone from you know 75 years ago being uh innovative and hardworking to being less innovative and less hardworking today and so you'd expect productivity to moderate so the types of productivity gains that existed you know in the 50s 60s and 70s are unlikely to persist so we're seeing productivity slow to sort of that you know oneish percent kind of level you know take labor force growth at close to zero in most western developed uh economies and productivity growth about one you actually don't need that much economic growth to have some tightening in the overall market and i think that context is actually somewhat important when we think about what's going on you know today which is you see places like europe or the us put up gdp numbers of you know 0 one 2% that is very different y that's not that bad is the grand scheme of things and very different from where we were say 20 years ago when a 1% growth rate or a 0% growth rate was actually quite a contractionary dynamic and so it creates some risks around using previous cycles as benchmarks to looking at today's cycle so you take that sorry bob if i could just interrupt you for one sec there when we're thinking about these you know these labor force growth rates is a lot of that just due to demographics yeah that's just a demographic issue okay um and you know on the margin uh advanced western economies could possibly increase immigration to the extent that it could be beneficial to their labor force growth but those things are pretty on the margin there you know the big the big picture story for most of these economies is that they have aging populations and the result of an aging population is you get um you get lower labor force growth and there for overall lower uh low lower overall growth lower nominal growth and real growth on a structural basis that actually ties nicely to the debt cycle because typically the way that uh economies that are in the later stages of uh labor and productivity cycle is you typically start borrowing to make up for the fact that you can no longer produce as high a rate as you did before to maintain a continued standard of living and that's really what we've done in um in the advanced western economies over the course of the last say 30 or 40 years it was obviously helped a great deal by the fact that you had a secular decline in interest rates uh as inflation became more controlled relative to where it was back in the 60s and 70s and that helped stimulate an incredible amount of debt growth and that debt growth basically flowed into a fair amount of consumption maintaining consumption growth that was stronger than underlying productivity plus labor force growth and also flowed a lot into asset prices
Why is this Economic Cycle Clouded with Uncertainty?,2024-04-24 12:15:00+00:00,4,3g7wiG2r4BE,https://www.youtube.com/watch?v=3g7wiG2r4BE,and one of the things that is really um challenging in this cycle is that you have a circumstance where um we have not seen a traditional business cycle really since 2000 and even that was a bit of a a a bubble pop cycle more than you know it was it was a bit of traditional cycle and a bit of a bubble pop so you know what are we talking about like late 80s early 90s is the last time we've had a more traditional business cycle and i think in that context it's it's very uncertain there's a lot of uncertainty about how all of these dynamics play through if us economy as an example restructured substantially following the financial crisis a move away from floating rate mortgages uh a lot of companies basically went from b borrowing on on the short end primarily to extending duration locking in low interest rates for a long time and so there are reasons on that side why you might think that the sensitivity of the economy is lower today to interest rates relative to what it was in the past at the same time debt levels are higher than they were you know certainly in 2000 or back in the late 80s and early 90s and so you may think the economy is more sensitive to the interest rate dynamics and so you you see these big cross cutting forces and frankly the big thing is it's unknown it is anyone who tells you it is certainly this way or certainly that way is too conf a lot of ambiguity so what is the right terminal rate to start to ease inflation pressures it could be three it could be five or could be seven or could be 11 it's hard to know and so in a lot of ways when you're navigating through the cycle the key thing that i think you have to do is you have to be very hold very true to the data and what you're seeing in the data because it's telling you it's giving you feedback on here's how much they've tightened here's how it's flowing through is it actually doing enough is it not and how is that working and operating you got to operate agile in this environment you can't you can't just say well there's been a lot of hiking and therefore you know and the yield curves inverted and therefore you know what we're going immediately into recession the reality is lots of people who did that have gotten burned because they used frankly indicators and dynamics that had existed years and years ago to try and assert certainty around the fact that we were on a certain economic path and the reality is that it's a lot more ambiguous than that um so that's a probably an unsatisfying answer to your question there's a lot lot more uncertainty than there was in the past i i think the the the the basic premise that we should take from that answer is as as you said we have to be nimble and we have to keep learning right we have to keep our minds open to continuing changes within the economy and each of these inputs and how they affect every piece of the economy exactly exactly
What Are Debt Cycles?,2024-04-23 12:15:03+00:00,4,nQ4r6eThQKI,https://www.youtube.com/watch?v=nQ4r6eThQKI,reading from some of the as i said the twitter thread that is pinned to the top of your your profile which i think is is excellent and it's it says when debts can't rise faster than money and income forever there are limits to debt growth think of debt growth that is faster than income growth as being like air in a scuba bubble there's a limited amount of it that you can use to get an extra boost but you can't live on it forever in the case of debt you can take it out before you put it in i.e you don't have any debt and you can take it out but you are expected to turn return what you took out and it continues a little later when debt can no longer be raised relative to incomes and the time of paying back comes the process works in reverse it is that dynamic that creates long-term debt cycles these long-term debt cycles have existed for as long as there has been credit even the old testament described the need to wipe out debt once every 50 years which was called the year of the jubilee so what would a debt jubilee look like well i think uh you know we're not we're probably not going to have a debt uh jubilee um in in this context uh we don't quite have the centralized authority of the uh of the old testament days um but uh but i do think it what that what that highlights is the uh is the overall dynamic which is yeah we you know depending on exactly which economy you're talking about there's been a great deal of leveraging up over the course of the last 30 or 40 years and that was exacerbated in the last 15 by an era of frankly money that was you know uh incredibly you know it's the the greatest monetary stimulation in economies you know in the past hundreds of years right and so you had the circumstance where basically the debt cycle was um we sort of let's say in the us context reached the peak of our debt cycle from the private sector's perspective in 2008 right with the with the housing crisis etc that then created a circumstance where you know borrowers could no longer take on a whole bunch of debt relative to their incomes and what did that mean well you know the us had 15 years of stagnant growth as a function of that very low real growth and part of the way in which that played out is that the central banks there's no jubilee right almost always there's no jubile but one of the tools that central banks can use in monetary systems that are fiat based is to print money to basically offset the deflationary forces of debt so that you don't get uh debt contraction so typically the way this would work in an environment where the central bank let's say you were on a gold standard just as a as a as a context what would typically happen is that people would start to build up debts right and that would be expansionary and then at some point right the the dynamic the debt dynamic would start to to compress and people would have to pay back those debts but as they pay back those debts their spending becomes lower than their incomes which then you know someone spending is just another person's income which creates the downward spiral of a debt contraction and so that's why if you go back to say the 1800s or the early 1900s you see a lot of these waves of uh you know debt expansions and then you know they reach limits and then you have big debt contractions you you have a debt expansion for 20 years and a big debt contraction for 20 or 30 years and up and down and up and down and that is very you know that's that's destabilizing structurally destabilizing
What Are Debt Cycles?,2024-04-23 12:15:03+00:00,4,nQ4r6eThQKI,https://www.youtube.com/watch?v=nQ4r6eThQKI,reading from some of the as i said the twitter thread that is pinned to the top of your your profile which i think is is excellent and it's it says when debts can't rise faster than money and income forever there are limits to debt growth think of debt growth that is faster than income growth as being like air in a scuba bubble there's a limited amount of it that you can use to get an extra boost but you can't live on it forever in the case of debt you can take it out before you put it in i.e you don't have any debt and you can take it out but you are expected to turn return what you took out and it continues a little later when debt can no longer be raised relative to incomes and the time of paying back comes the process works in reverse it is that dynamic that creates long-term debt cycles these long-term debt cycles have existed for as long as there has been credit even the old testament described the need to wipe out debt once every 50 years which was called the year of the jubilee so what would a debt jubilee look like well i think uh you know we're not we're probably not going to have a debt uh jubilee um in in this context uh we don't quite have the centralized authority of the uh of the old testament days um but uh but i do think it what that what that highlights is the uh is the overall dynamic which is yeah we you know depending on exactly which economy you're talking about there's been a great deal of leveraging up over the course of the last 30 or 40 years and that was exacerbated in the last 15 by an era of frankly money that was you know uh incredibly you know it's the the greatest monetary stimulation in economies you know in the past hundreds of years right and so you had the circumstance where basically the debt cycle was um we sort of let's say in the us context reached the peak of our debt cycle from the private sector's perspective in 2008 right with the with the housing crisis etc that then created a circumstance where you know borrowers could no longer take on a whole bunch of debt relative to their incomes and what did that mean well you know the us had 15 years of stagnant growth as a function of that very low real growth and part of the way in which that played out is that the central banks there's no jubilee right almost always there's no jubile but one of the tools that central banks can use in monetary systems that are fiat based is to print money to basically offset the deflationary forces of debt so that you don't get uh debt contraction so typically the way this would work in an environment where the central bank let's say you were on a gold standard just as a as a as a context what would typically happen is that people would start to build up debts right and that would be expansionary and then at some point right the the dynamic the debt dynamic would start to to compress and people would have to pay back those debts but as they pay back those debts their spending becomes lower than their incomes which then you know someone spending is just another person's income which creates the downward spiral of a debt contraction and so that's why if you go back to say the 1800s or the early 1900s you see a lot of these waves of uh you know debt expansions and then you know they reach limits and then you have big debt contractions you you have a debt expansion for 20 years and a big debt contraction for 20 or 30 years and up and down and up and down and that is very you know that's that's destabilizing structurally destabilizing
What Were The Economic Dynamics of The Great Depression?,2024-04-22 12:15:05+00:00,4,XHxZqBSCYi4,https://www.youtube.com/watch?v=XHxZqBSCYi4,the great depression it seems to me like many of the solutions that the government and the central bankers intervened with actually exacerbated the problems that the economy and the markets were facing is this a fair judgment the depression dynamic at sort of two different periods one where the response to financial instability or or financial deterioration was um we should tighten our belts right and i think that that's actually quite a the the reason why you often see uh you often see folks in central banks facing a debt to leveraging cycle initially respond using that set of tools is because for any one individual that's the rational choice right the rational choice is if you've borrowed too much and you're spending too much relative to your income then what you should do is you should reduce your spending relative to your income and pay back debs right that that actually like from an intuition perspective makes a lot of sense right there's there's reasons why when people see the government borrowing too much they say what we should really do is implement austerity right the problem with and and that was like i mean it wasn't just um just to be clear like it's not just oh those silly people back in the 20s implemented austerity in response to uh debt leveraging like europe did exactly the same thing in the two in the 2010s right so it's not like this is you know some uh totally foreign way of approaching it it's very typical it's a very typical way of approaching it the problem with that is that it fails to take into consideration that you know one person's spending is another person's income and if you if everyone is tightening their belt at the same time then you have this core problem that everyone is trying to cut their spending all the same time which is cutting everyone's incomes which is having second and third order effects and so this is typically what you see if you see the initial move to austerity thinking that that will solve the problem because of that individual intuition it creates it it exacerbates the problem right and as a function of that then you get into a worse problem and when you get into that worse problem the only solution to that problem and this is really what's call the second half of the depression period is the only way to deal with that problem is to uh is is to reify in one form or another right and so that involves uh you know there's a bunch of different steps to to deal with that but things like money printing which is more in the modern context or back in the in the in the 30s context devaluing money relative to gold which is really devaluing money relative to stuff right the productive the real productive capacity of all the stuff in the economy allowed people to get out of that negative downward spiral the key question is you want to do that you want to do enough of that to offset the deflationary force but you don't want don't want to do so much of it that it creates a circumstance where money is being devalued too much and you start to run into issues with you know the exchange rate and and overall inflation but almost always in these circumstances what you see uh is that that uh that that the central banks do too little for too long on to get things going
